"","bloom_period","fall_conspicuous","flower_conspicuous","fruit_period","id","link_st","name","native_status","palatable_human","sc_name_corr","scientific_name","th_height","th_src","th_width","title_st","wildlife_value","corrected","link_eol","title_eol"
268,"",0.0,0.0,"",38661.0,"https://selectree.calpoly.edu/tree-detail/washingtonia-filifera","Washingtonia filifera","True",0.0,"Washingtonia filifera","Washingtonia filifera","","","","Washingtonia filifera",0.0,"Washingtonia filifera","http://eol.org/pages/1127834/overview","California Fan Palm - Washingtonia filifera - Overview ..."
269,"",0.0,0.0,"summer",38662.0,"https://selectree.calpoly.edu/tree-detail/washingtonia-robusta","Washingtonia robusta","False",1.0,"Washingtonia robusta","Washingtonia robusta","","","","Washingtonia robusta",0.0,"Washingtonia","http://eol.org/pages/1127834/overview","California Fan Palm - Washingtonia filifera - Overview ..."
270,"summer",0.0,1.0,"",38979.0,"https://selectree.calpoly.edu/tree-detail/yucca-gloriosa","Yucca gloriosa","False",0.0,"Yucca gloriosa","Yucca gloriosa","","","","Yucca gloriosa",0.0,"","",""
271,"summer",0.0,1.0,"",38980.0,"https://selectree.calpoly.edu/tree-detail/yucca-elephantipes","","False",0.0,"Yucca guatemalensis","Yucca guatemalensis","","","","Yucca elephantipes",0.0,"","",""
272,"summer",0.0,1.0,"",39165.0,"https://selectree.calpoly.edu/tree-detail/agonis-flexuosa","Agonis flexuosa","False",0.0,"Agonis flexuosa","Agonis flexuosa","","","","PEPPERMINT TREE Agonis flexuosa",1.0,"","",""
273,"","","","",39167.0,"https://selectree.calpoly.edu/tree-detail/arbutus-unedo","Arbutus","","","Arbutus","Arbutus","","","","Arbutus unedo","","Arbutus unedo","http://eol.org/pages/583608/overview","Strawberry-tree - Arbutus unedo - Overview - Encyclopedia of Life"
274,"",0.0,0.0,"",39168.0,"https://selectree.calpoly.edu/tree-detail/archontophoenix-cunninghamiana","Archontophoenix cunninghamiana","False",0.0,"Archontophoenix cunninghamiana","Archontophoenix cunninghamiana","","","","Archontophoenix cunninghamiana",1.0,"","",""
275,"spring",0.0,1.0,"",39170.0,"","Azara microphylla","False",0.0,"Azara microphylla","Azara microphylla","","","","",1.0,"","",""
276,"spring, summer",0.0,1.0,"",39173.0,"https://selectree.calpoly.edu/tree-detail/brachychiton-populneus","Brachychiton populneus","False",0.0,"Brachychiton populneus","Brachychiton populneus","","","","Brachychiton populneus",0.0,"Brachychiton populneum","http://eol.org/pages/487630/overview","Kurrajong - Brachychiton populneum - Overview - Encyclopedia of Life"
277,"spring",0.0,1.0,"summer",39174.0,"https://selectree.calpoly.edu/tree-detail/brahea-edulis","Brahea edulis","False",1.0,"Brahea edulis","Brahea edulis","","","","GUADALUPE PALM Brahea edulis",1.0,"Brahea dulcis","http://eol.org/pages/1121033/overview","Rock Palm - Brahea dulcis - Overview - Encyclopedia of Life"
278,"",0.0,0.0,"",39181.0,"https://selectree.calpoly.edu/tree-detail/cedrus-atlantica","Cedrus atlantica","False",0.0,"Cedrus atlantica","Cedrus atlantica","","","","Cedrus atlantica",1.0,"Cedrus atlantica","http://eol.org/pages/1033602/overview","Atlas Cedar - Cedrus atlantica - Overview - Encyclopedia of Life"
279,"spring",1.0,1.0,"",39186.0,"https://selectree.calpoly.edu/tree-detail/cercis-occidentalis","Cercis occidentalis","True",0.0,"Cercis occidentalis","Cercis occidentalis","","","","Cercis occidentalis",1.0,"","",""
280,"summer",1.0,1.0,"",39187.0,"https://selectree.calpoly.edu/tree-detail/chionanthus-retusus","","False",0.0,"Chionanthus retusus","Chionanthus retusus","","","","Chionanthus retusus",1.0,"Chionanthus retusus","http://eol.org/pages/2892340/overview","Chinese Fringe Tree - Chionanthus retusus - Overview ..."
281,"summer",0.0,1.0,"",39201.0,"https://selectree.calpoly.edu/tree-detail/crinodendron-patagua","Crinodendron patagua","False",0.0,"Crinodendron patagua","Crinodendron patagua","","","","LILY OF THE VALLEY TREE Crinodendron patagua",0.0,"","",""
282,"",0.0,0.0,"",39204.0,"","Elaeocarpus decipiens","False",0.0,"Elaeocarpus decipiens","Elaeocarpus decipiens","","","","",0.0,"","",""
283,"",0.0,0.0,"fall",39212.0,"https://selectree.calpoly.edu/tree-detail/ficus-macrophylla","Ficus macrophylla","False",1.0,"Ficus macrophylla","Ficus macrophylla","","","","Ficus macrophylla",0.0,"Ficus macrophylla","http://eol.org/pages/2876056/overview","Moreton Bay Fig Tree - Ficus macrophylla - Overview - Encyclopedia ..."
284,"",1.0,0.0,"",39216.0,"https://selectree.calpoly.edu/tree-detail/fraxinus-angustifolia-flame","Fraxinus angustifolia","False",0.0,"Fraxinus angustifolia","Fraxinus angustifolia","","","","Fraxinus angustifolia 'Flame'",1.0,"Fraxinus angustifolia","http://eol.org/pages/42608056/overview","Fraxinus angustifolia x Fraxinus excelsior - Overview - Encyclopedia ..."
285,"",1.0,0.0,"",39217.0,"https://selectree.calpoly.edu/tree-detail/fraxinus-holotricha","Fraxinus holotricha","False",0.0,"Fraxinus holotricha","Fraxinus holotricha","","","","Fraxinus holotricha",1.0,"","",""
286,"",0.0,0.0,"",39225.0,"https://selectree.calpoly.edu/tree-detail/geijera-parviflora","Geijera parviflora","False",0.0,"Geijera parviflora","Geijera parviflora","","","","Geijera parviflora",1.0,"","",""
287,"",0.0,0.0,"",39234.0,"","Griselinia lucida","False",0.0,"Griselinia lucida","Griselinia lucida","","","","",0.0,"","",""
288,"fall, winter",0.0,1.0,"",39235.0,"https://selectree.calpoly.edu/tree-detail/hakea-laurina","Hakea laurina","False",0.0,"Hakea laurina","Hakea laurina","","","","SEA URCHIN Hakea laurina",1.0,"","",""
289,"fall, winter",0.0,1.0,"",39236.0,"https://selectree.calpoly.edu/tree-detail/hakea-suaveolens","Hakea suaveolens","False",0.0,"Hakea suaveolens","Hakea suaveolens","","","","SWEET HAKEA Hakea suaveolens",1.0,"","",""
290,"",1.0,0.0,"",39250.0,"https://selectree.calpoly.edu/tree-detail/liquidambar-formosana","Liquidambar formosana","False",0.0,"Liquidambar formosana","Liquidambar formosana","","","","CHINESE SWEETGUM Liquidambar formosana",1.0,"","",""
291,"",0.0,0.0,"",39279.0,"https://selectree.calpoly.edu/tree-detail/metrosideros-excelsa","Metrosideros excelsa","False",0.0,"Metrosideros excelsa","Metrosideros excelsa","","","","NEW ZEALAND CHRISTMAS TREE Metrosideros excelsa",0.0,"Metrosideros excelsa","http://eol.org/pages/5448620/overview","New Zealand Christmas Tree - Metrosideros excelsa - Overview ..."
292,"spring",0.0,1.0,"",39294.0,"https://selectree.calpoly.edu/tree-detail/pittosporum-eugenioides","Pittosporum eugenioides","False",0.0,"Pittosporum eugenioides","Pittosporum eugenioides","","","","Pittosporum eugenioides",1.0,"Pittosporum eugenioides","http://eol.org/pages/5555787/overview","Lemon Wood - Pittosporum eugenioides - Overview - Encyclopedia ..."
293,"spring",0.0,1.0,"",39295.0,"https://selectree.calpoly.edu/tree-detail/pittosporum-rhombifolium","Pittosporum rhombifolium","False",0.0,"Pittosporum rhombifolium","Pittosporum rhombifolium","","","","Pittosporum rhombifolium",1.0,"","",""
294,"",1.0,0.0,"",39301.0,"","","False",0.0,"Platanus acerifolia","Platanus acerifolia","","","","",1.0,"","",""
295,"",0.0,0.0,"",39305.0,"","Podocarpus gracilor","False",0.0,"Podocarpus gracilior","Podocarpus gracilior","","","","",0.0,"","",""
296,"spring, winter",1.0,1.0,"",39309.0,"https://selectree.calpoly.edu/tree-detail/prunus-campanulata","Prunus campanulata","False",0.0,"Prunus campanulata","Prunus campanulata",186.0,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTk7iTqTrbk1Q_vcKmhd6X7G5dNkdr6-LCesetAwC15m2KH0zzv6QM7lYEN",271.0,"Prunus campanulata",1.0,"","",""
297,"spring, summer",1.0,1.0,"",39318.0,"https://selectree.calpoly.edu/tree-detail/prunus-sargentii","Prunus sargentii","False",0.0,"Prunus sargentii","Prunus sargentii","","","","Prunus sargentii",1.0,"Prunus sargentii","http://eol.org/pages/1257386/overview","Prunus sargentii f. angustipetala - Overview - Encyclopedia of Life"
298,"spring",0.0,1.0,"",39335.0,"https://selectree.calpoly.edu/tree-detail/pyrus-kawakamii","Pyrus kawakamii","False",0.0,"Pyrus kawakamii","Pyrus kawakamii","","","","EVERGREEN PEAR Pyrus kawakamii",1.0,"Pyrus kawakamii","http://eol.org/pages/634663/overview","Evergreen Pear - Pyrus kawakamii - Overview - Encyclopedia of Life"
299,"","","","","","https://selectree.calpoly.edu/tree-detail/acacia-dealbata","Acacia dealbata","","","Acacia dealbata","","","","","Acacia dealbata","","Acacia dealbata","http://eol.org/pages/684065/overview","Silver Wattle - Acacia dealbata - Overview - Encyclopedia of Life"
300,"","","","","","https://selectree.calpoly.edu/tree-detail/acer-pseudoplatanus","Acer pseudoplatanus","","","Acer pseudoplatanus","",244.0,"https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRaTUW14a7D10ExrGFdg90fjS08SdlcO5yQBwmvPWTwnIJtTnV5OGFB77NH",206.0,"Acer pseudoplatanus","","Acer pseudoplatanus","http://eol.org/pages/583073/overview","Sycamore Maple - Acer pseudoplatanus - Overview - Encyclopedia ..."
301,"","","","","","https://selectree.calpoly.edu/tree-detail/aesculus-hippocastanum","Aesculus hippocastanum","","","Aesculus hippocastanum","","","","","Aesculus hippocastanum","","Aesculus hippocastanum","http://eol.org/pages/582243/overview","European Horse-chestnut - Aesculus hippocastanum - Overview ..."
302,"","","","","","https://selectree.calpoly.edu/tree-detail/afrocarpus-falcatus","Afrocarpus gracilior","","","Afrocarpus gracilior","",206.0,"https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSoUmdAFPI7u4cPVyHca9dz_P2e9WQiGpieBsSODlzK1OXWlfjet30MuDk",245.0,"AFRICAN FERN PINE Afrocarpus falcatus","","","",""
303,"","","","","","https://selectree.calpoly.edu/tree-detail/ailanthus-altissima","Ailanthus altissima","","","Ailanthus altissima","","","","","Ailanthus altissima","","Ailanthus altissima","http://eol.org/pages/5614169/overview","Tree-of-heaven - Ailanthus altissima - Overview - Encyclopedia of Life"
304,"","","","","","https://selectree.calpoly.edu/tree-detail/Alnus-rhombifolia","Alnus rhombifolia","","","Alnus rhombifolia","","","","","Alnus rhombifolia","","","",""
305,"","","","","","https://selectree.calpoly.edu/tree-detail/araucaria-columnaris","Araucaria columnaris","","","Araucaria columnaris","",201.0,"https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTq-IzHf0lZQFRtGP3AmjJkndrBtovDc6MT-wXmXmmW4-Cu4fgUmVKjxUh1",251.0,"Araucaria columnaris","","","",""
306,"","","","","","","Banksia integrifolia","","","Banksia integrifolia","","","","","","","","",""
307,"","","","","","https://selectree.calpoly.edu/tree-detail/brahea-armata","Brahea aramata","","","Brahea armata","","","","","MEXICAN BLUE PALM Brahea armata","","","",""
308,"","","","","","https://selectree.calpoly.edu/tree-detail/castanea-dentata","Castanea dentata","","","Castanea dentata","","","","","AMERICAN CHESTNUT Castanea dentata","","Castanea dentata","http://eol.org/pages/39924827/overview","Castanea dentata x Castanea mollissima - Overview - Encyclopedia ..."
309,"","","","","","https://selectree.calpoly.edu/tree-detail/allocasuarina-verticillata","Casurina stricta","","","Casuarina stricta","","","","","SelecTree: Tree Detail","","","",""
310,"","","","","","https://selectree.calpoly.edu/tree-detail/ceanothus-thyrsiflorus","Ceanothus thyrsiflorus","","","Ceanothus thyrsiflorus","","","","","BLUE BLOSSOM Ceanothus thyrsiflorus","","Ceanothus thyrsiflorus","http://eol.org/pages/581620/overview","Blueblossom - Ceanothus thyrsiflorus - Overview - Encyclopedia of ..."
311,"","","","","","https://selectree.calpoly.edu/tree-detail/cedrus-atlantica-glauca","Cedrus atlantica Glauca","","","Cedrus atlantica Glauca","","","","","Cedrus atlantica 'Glauca'","","Cedrus atlantica","http://eol.org/pages/1033602/overview","Atlas Cedar - Cedrus atlantica - Overview - Encyclopedia of Life"
312,"","","","","","https://selectree.calpoly.edu/tree-detail/chionanthus-retusus","Chionanthus retusa","","","Chionanthus retusa","","","","","Chionanthus retusus","","Chionanthus retusa","http://eol.org/pages/5655837/overview","Chionanthus retusa - Overview - Encyclopedia of Life"
313,"","","","","","https://selectree.calpoly.edu/tree-detail/chiranthodendron-pentadactylon","Chiranthodendron pentadactylon","","","Chiranthodendron pentadactylon","","","","","Chiranthodendron pentadactylon","","Chiranthodendron pentadactylon","http://eol.org/pages/5406810/overview","Devil's Hand Tree - Chiranthodendron pentadactylon - Overview ..."
314,"","","","","","","Chiranthofremontia lenzii","","","Chiranthofremontia lenzii","","","","","","","","",""
315,"","","","","","","Citrus hystrix","","","Citrus hystrix","","","","","","","Citrus hystrix","http://eol.org/pages/2906075/overview","Kaffir Lime - Citrus hystrix - Overview - Encyclopedia of Life"
316,"","","","","","https://selectree.calpoly.edu/tree-detail/citrus-limon","Citrus limon","","","Citrus × limon","","","","","Citrus limon","","Citrus limon","http://eol.org/pages/582200/names?all=1","Citrus limon (L.) Burm. f. (pro. sp.)"
317,"","","","","","","Citrus meyeri","","","Citrus × meyeri","","","","","","","","",""
318,"","","","","","https://selectree.calpoly.edu/tree-detail/cornus-florida","Cornus florida","","","Cornus florida","","","","","Cornus florida","","Cornus florida","http://eol.org/pages/20368767/overview","Cornus florida f. ruba - Overview - Encyclopedia of Life"
319,"","","","","","https://selectree.calpoly.edu/tree-detail/cornus-nuttallii-%C3%97-florida-eddies-white-wonder","Cornus nuttallii florida","","","Cornus nuttallii florida","","","","","Cornus nuttallii × florida 'Eddie's White Wonder'","","Cornus nuttallii","http://eol.org/pages/582709/overview","Pacific Dogwood - Cornus nuttallii - Overview - Encyclopedia of Life"
320,"","","","","","https://selectree.calpoly.edu/tree-detail/corymbia-maculata","Corymbia maculata","","","Corymbia maculata","","","","","Corymbia maculata","","Corymbia maculata","http://eol.org/pages/301463/overview","Spotted Gum - Corymbia maculata (Hook.) K. D. Hill & L. A. S. ..."
321,"","","","","","https://selectree.calpoly.edu/tree-detail/corynocarpus-laevigatus","Corynocarpus laevigata","","","Corynocarpus laevigata","","","","","NEW ZEALAND LAUREL Corynocarpus laevigatus","","Corynocarpus laevigatus","http://eol.org/pages/594842/overview","Karaka Nut - Corynocarpus laevigatus - Overview - Encyclopedia of ..."
322,"","","","","","https://selectree.calpoly.edu/tree-detail/diospyros-kaki","Diospyros kaki","","","Diospyros kaki","","","","","JAPANESE PERSIMMON Diospyros kaki","","Diospyros kaki","http://eol.org/pages/483960/overview","Japanese Persimmon - Diospyros kaki - Overview - Encyclopedia of ..."
323,"","","","","","","Eucalyptus longifolia","","","Eucalyptus longifolia","","","","","","","Eucalyptus longifolia","http://eol.org/pages/630155/overview","Woollybutt - Eucalyptus longifolia - Overview - Encyclopedia of Life"
324,"","","","","","https://selectree.calpoly.edu/tree-detail/eucalyptus-microtheca","Eucalyptus microtheca","","","Eucalyptus microtheca","",52.0,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTa8j1V7EPFupIdtVS3l13D6-ziUp5H02WnJFnl-ihS3WHyaOtH-iogvDY",180.0,"Eucalyptus microtheca","","","",""
325,"","","","","","https://selectree.calpoly.edu/tree-detail/eucalyptus-pulverulenta","Eucalyptus pulverulenta","","","Eucalyptus pulverulenta","","","","","Eucalyptus pulverulenta","","","",""
326,"","","","","","","Eucalyptus simmondsi","","","Eucalyptus simmonds","","","","","","","","",""
327,"","","","","","https://selectree.calpoly.edu/tree-detail/eucalyptus-viminalis","Eucalyptus viminalis","","","Eucalyptus viminalis","",52.0,"https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTi25lfpwH4UUJwej70HdWHI-lYADItn36mx7iahxUe_X1PL-k0IqXrOH4",180.0,"Eucalyptus viminalis","","Eucalyptus regnans","http://eol.org/pages/301330/overview","Mountain-ash - Eucalyptus regnans - Overview - Encyclopedia of Life"
328,"","","","","","https://selectree.calpoly.edu/tree-detail/fagus-sylvatica","Fagus sylvatica","","","Fagus sylvatica","",189.0,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSKGnL3oR-ppztKhQu1C4B9SBT6ZH4g1G6tnj8fpz1WX1vOmtXwXfUqmQ",266.0,"EUROPEAN BEECH Fagus sylvatica","","Fagus sylvatica","http://eol.org/pages/1143547/overview","European Beech - Fagus sylvatica - Overview - Encyclopedia of Life"
329,"","","","","","","Ficus","","","Ficus","","","","","","","","",""
330,"","","","","","https://selectree.calpoly.edu/tree-detail/ficus-retusa","Ficus laurel","","","Ficus laurel","","","","","Ficus retusa","","","",""
331,"","","","","","https://selectree.calpoly.edu/tree-detail/ficus-microcarpa-nitida","Ficus microcarpa nitida","","","Ficus microcarpa nitida","","","","","INDIAN LAUREL Ficus microcarpa var. nitida","","","",""
332,"","","","","","https://selectree.calpoly.edu/tree-detail/ficus-microcarpa-nitida","Ficus nitida","","","Ficus nitida","","","","","INDIAN LAUREL Ficus microcarpa var. nitida","","","",""
333,"","","","","","","Ficus retusa nitida","","","Ficus retusa nitida","","","","","","","","",""
334,"","","","","","https://selectree.calpoly.edu/tree-detail/ficus-rubiginosa","Ficus rubiginosa","","","Ficus rubiginosa","","","","","Ficus rubiginosa","","","",""
335,"","","","","","https://selectree.calpoly.edu/tree-detail/fraxinus-ornus","Fraxinus ornus","","","Fraxinus ornus","","","","","Fraxinus ornus","","Fraxinus ornus","http://eol.org/pages/483953/overview","Manna Ash - Fraxinus ornus - Overview - Encyclopedia of Life"
336,"","","","","","","Fraxinus oxycarpa","","","Fraxinus oxycarpa","","","","","","","","",""
337,"","","","","","https://selectree.calpoly.edu/tree-detail/fraxinus-holotricha-moraine","Fraxinus Moraine","","","Fraxinus Moraine","","","","","Fraxinus holotricha 'Moraine'","","","",""
338,"","","","","","","Geijera","","","Geijera","","","","","","","","",""
339,"","","","","","","Hesperotropsis leylandii","","","Hesperotropsis leylandii","","","","","","","","",""
340,"","","","","","","Ilex altaclarensis","","","Ilex altaclarensis","","","","","","","","",""
341,"","","","","","https://selectree.calpoly.edu/tree-detail/ilex-aquifolium","Ilex aquifolium","","","Ilex aquifolium","","","","","ENGLISH HOLLY Ilex aquifolium","","Ilex aquifolium","http://eol.org/pages/486842/overview","Common Holly - Ilex aquifolium - Overview - Encyclopedia of Life"
342,"","","","","","https://selectree.calpoly.edu/tree-detail/ilex-opaca","Ilex opaca","","","Ilex opaca","","","","","AMERICAN HOLLY Ilex opaca","","Ilex opaca","http://eol.org/pages/582641/overview","American Holly - Ilex opaca - Overview - Encyclopedia of Life"
343,"","","","","","https://selectree.calpoly.edu/tree-detail/jubaea-chilensis","Jubaea chilensis","","","Jubaea chilensis","","","","","CHILEAN WINE PALM Jubaea chilensis","","","",""
344,"","","","","","https://selectree.calpoly.edu/tree-detail/juglans-regia","Juglans regia","","","Juglans regia","","","","","Juglans regia","","Juglans regia","http://eol.org/pages/39925294/overview","Juglans hindsii x Juglans regia - Overview - Encyclopedia of Life"
345,"","","","","","https://selectree.calpoly.edu/tree-detail/laurus-nobilis","Laurus","","","Laurus","","","","","SelecTree: Tree Detail","","Laurus","http://eol.org/pages/31354229/overview","Laurus canariensis - Overview - Encyclopedia of Life"
346,"","","","","","","Leptospermum quinquenervia","","","Leptospermum quinquenervia","","","","","","","","",""
347,"","","","","","https://selectree.calpoly.edu/tree-detail/ligustrum-japonicum","Ligustrum japonicum","","","Ligustrum japonicum","","","","","Ligustrum japonicum","","Ligustrum japonicum","http://eol.org/pages/579170/overview","Japanese Privet - Ligustrum japonicum - Overview - Encyclopedia of ..."
348,"","","","","","https://selectree.calpoly.edu/tree-detail/lyonothamnus-floribundus-asplenifolius","Lyonothamnus floribundus  asplenifolius","","","Lyonothamnus floribundus subsp. aspleniifolius","","","","","Lyonothamnus floribundus subsp. asplenifolius","","","",""
349,"","","","","","https://selectree.calpoly.edu/tree-detail/magnolia-champaca","Magnolia champaca","","","Magnolia champaca","","","","","Magnolia champaca","","Magnolia champaca","http://eol.org/pages/1155025/overview","Champak Tree - Magnolia champaca - Overview - Encyclopedia of Life"
350,"","","","","","https://selectree.calpoly.edu/tree-detail/michelia-doltsopa","Magnolia doltsopa","","","Magnolia doltsopa","","","","","Michelia doltsopa","","","",""
351,"","","","","","https://selectree.calpoly.edu/tree-detail/magnolia-sargentiana","Magnolia sargentiana","","","Magnolia sargentiana","","","","","Magnolia sargentiana","","","",""
352,"","","","","","https://selectree.calpoly.edu/tree-detail/magnolia-%C3%97-alba","Magnolia alba","","","Magnolia alba","","","","","Magnolia × alba","","","",""
353,"","","","","","","Magnolia foggii","","","Magnolia foggii","","","","","","","","",""
354,"","","","","","","Malus sylvestris","","","Malus sylvestris","","","","","","","Malus sylvestris","http://eol.org/pages/16882495/overview","Malus sylvestris var. praecox - Overview - Encyclopedia of Life"
355,"","","","","","https://selectree.calpoly.edu/tree-detail/melaleuca-quinquenervia","Melaleuca leucadendron","","","Melaleuca leucadendron","","","","","Melaleuca quinquenervia","","","",""
356,"","","","","","https://selectree.calpoly.edu/tree-detail/morella-californica","Myrica californica","","","Myrica californica","","","","","Morella californica","","","",""
357,"","","","","","https://selectree.calpoly.edu/tree-detail/leptospermum-scoparium","New Zealand Tea Tree","","","Leptospermum scoparium","","","","","NEW ZEALAND TEA TREE Leptospermum scoparium","","Leptospermum scoparium","http://eol.org/pages/2508620/overview","Manuka - Leptospermum scoparium - Overview - Encyclopedia of Life"
358,"","","","","","https://selectree.calpoly.edu/tree-detail/leptospermum-scoparium","New Zealand Tea Tree","","","Leptospermum scoparium","","","","","NEW ZEALAND TEA TREE Leptospermum scoparium","","Leptospermum scoparium","http://eol.org/pages/2508620/overview","Manuka - Leptospermum scoparium - Overview - Encyclopedia of Life"
359,"","","","","","https://selectree.calpoly.edu/tree-detail/olea-europaea-majestic-beauty","Olea Majestic Beauty","","","Olea Majestic Beauty","","","","","Olea europaea 'Majestic Beauty'","","","",""
360,"","","","","","","Palm","","","Palm (unknown Genus)","","","","","","","","",""
361,"","","","","","https://selectree.calpoly.edu/tree-detail/picea-abies","Picea","","","Picea","","","","","Picea abies","","","",""
362,"","","","","","https://selectree.calpoly.edu/tree-detail/pinus-halepensis","Pinus halepensis","","","Pinus halepensis","","","","","Pinus halepensis","","Pinus halepensis","http://www.eol.org/pages/40523303/overview","Pinus halepensis var. ceciliae - Overview - Encyclopedia of Life"
363,"","","","","","https://selectree.calpoly.edu/tree-detail/pinus-sylvestris","Pinus sylvestris","","","Pinus sylvestris","","","","","Pinus sylvestris","","Pinus sylvestris","http://eol.org/pages/1281955/overview","Pinus sylvestris var. hamata - Overview - Encyclopedia of Life"
364,"","","","","","https://selectree.calpoly.edu/tree-detail/platanus-orientalis","Platanus orientalis","","","Platanus orientalis","","","","","Platanus orientalis","","Platanus orientalis","http://eol.org/pages/596130/overview","Oriental Plane - Platanus orientalis - Overview - Encyclopedia of Life"
365,"","","","","","https://selectree.calpoly.edu/tree-detail/platanus-racemosa","Platanus racemosa","","","Platanus racemosa","","","","","Platanus racemosa","","Platanus racemosa","http://eol.org/pages/594707/overview","California Sycamore - Platanus racemosa - Overview - Encyclopedia ..."
366,"","","","","","https://selectree.calpoly.edu/tree-detail/platanus-%C3%97-hispanica","Platanus hispanica","","","Platanus hispanica","","","","","Platanus × hispanica","","","",""
367,"","","","","","https://selectree.calpoly.edu/tree-detail/populus-alba","Populus alba","","","Populus alba","","","","","Populus alba","","Populus alba","http://eol.org/pages/592441/overview","White Poplar - Populus alba - Overview - Encyclopedia of Life"
368,"","","","","","","Private shrub","","","Privet shrub","","","","","","","","",""
369,"","","","","","","Privet","","","Privet","","","","","","","Privet","http://eol.org/pages/487035/overview","Chinese Privet - Ligustrum lucidum - Overview - Encyclopedia of Life"
370,"","","","","","https://selectree.calpoly.edu/tree-detail/prunus-dulcis","Prunus amygdalus","","","Prunus amygdalus","","","","","Prunus dulcis","","Prunus amygdalus","http://eol.org/pages/2425294/overview","Prunus amygdalus f. pendula - Overview - Encyclopedia of Life"
371,"","","","","","https://selectree.calpoly.edu/tree-detail/prunus-laurocerasus","Prunus laurocerasus","","","Prunus laurocerasus","",186.0,"https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTKbG-xmkFRiasPsK8E674_Ucp6_ACIu_R1WeErfuPXxAUCe7pG6XpK_yjb",271.0,"Prunus laurocerasus","","Prunus laurocerasus","http://eol.org/pages/1236896/overview","Prunus laurocerasus f. compacta - Overview - Encyclopedia of Life"
372,"","","","","","https://selectree.calpoly.edu/tree-detail/prunus-ilicifolia-lyonii","Prunus lyonii","","","Prunus lyonii","","","","","Prunus ilicifolia subsp. lyonii","","","",""
373,"","","","","","https://selectree.calpoly.edu/tree-detail/prunus-serrula","Prunus serrula","","","Prunus serrula","","","","","Prunus serrula","","Prunus serrulata","http://eol.org/pages/632451/overview","Japanese Flowering Cherry - Prunus serrulata - Overview ..."
374,"","","","","","https://selectree.calpoly.edu/tree-detail/prunus-%C3%97-subhirtella-rosea","Prunus subhirtella","","","Prunus subhirtella","","","","","Prunus × subhirtella 'Rosea'","","","",""
375,"","","","","","","Pyracantha","","","Pyracantha","","","","","","","Pyracantha","http://eol.org/pages/635939/overview","Formosa Firethorn - Pyracantha koidzumii - Overview ..."
376,"","","","","","https://selectree.calpoly.edu/tree-detail/quercus-palustris","Quercus palustris","","","Quercus palustris","","","","","PIN OAK Quercus palustris","","Quercus palustris","http://eol.org/pages/1151382/overview","Pin Oak - Quercus palustris - Overview - Encyclopedia of Life"
377,"","","","","","https://selectree.calpoly.edu/tree-detail/quercus-wislizeni","Quercus wislizenii","","","Quercus wislizenii","","","","","Quercus wislizeni","","Quercus wislizeni A. DC.","http://eol.org/pages/1151183/overview","Interior Live Oak - Quercus wislizeni A. DC. - Overview ..."
378,"","","","","","","Radermachera sinica","","","Radermachera sinica","","","","","","","","",""
379,"","","","","","https://selectree.calpoly.edu/tree-detail/frangula-californica","Rhamnus californica","","","Rhamnus californica","","","","","COFFEEBERRY Frangula californica","","","",""
380,"","","","","","https://selectree.calpoly.edu/tree-detail/rhaphiolepis-%C3%97-montic","Rhaphiolepis Majestic Beauty","","","Rhaphiolepis Majestic Beauty","","","","","MAJESTIC BEAUTY INDIAN HAWTHORN Rhaphiolepis × 'Montic'","","","",""
381,"","","","","","https://selectree.calpoly.edu/tree-detail/salix-babylonica","Salix babylonica","","","Salix babylonica","",194.0,"https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSmCWm3sFH2FKumsTgQUCN40xe8DGarxwR5ar_96xdLaTsnnwOqQPDaNic",259.0,"Salix babylonica","","","",""
382,"","","","","","https://selectree.calpoly.edu/tree-detail/sambucus-canadensis","Sambucus mexicana","","","Sambucus mexicana","","","","","Sambucus canadensis","","Sambucus mexicana","http://eol.org/pages/5056970/overview","Desert Elderberry - Sambucus mexicana - Overview - Encyclopedia ..."
383,"","","","","","","Sapium sebiferum","","","Sapium sebiferum","","","","","","","","",""
384,"","","","","","","Solanum rantonnetti","","","Solanum rantonnetii","","","","","","","","",""
385,"","","","","","https://selectree.calpoly.edu/tree-detail/sophora-japonica","Sophora japonica","","","Sophora japonica","",201.0,"https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQmHTcUvvGv1FNlbCfpl9R9uvhpTSq66CwUMGvIVJE3iiBIy8KzX-0BSEGE",251.0,"JAPANESE PAGODA TREE Sophora japonica","","","",""
386,"","","","","","https://selectree.calpoly.edu/tree-detail/syagrus-romanzoffiana","Syagrus romanzoffianum","","","Syagrus romanzoffianum","","","","","QUEEN PALM Syagrus romanzoffiana","","","",""
